"","class","v","id"
"1","obs-parent",9.43333340130164,"--x---x|1100000|0001110"
"2","obs-parent",7.09717873452161,"--x---x|1100000|0001110"
"3","obs-parent",9.58741688698533,"--x---x|1100000|0001110"
"4","obs-parent",8.99961692308087,"--x---x|1100000|0001110"
"5","obs-parent",8.10532537739173,"--x---x|1100000|0001110"
"6","obs-parent",18.5328936867551,"--x---x|1100000|0001110"
"7","obs-parent",6.37563222984525,"--x---x|1100000|0001110"
"8","obs-parent",12.4636419530809,"--x---x|1100000|0001110"
"9","obs-parent",15.5795524413512,"--x---x|1100000|0001110"
"10","obs-parent",14.7336038924995,"--x---x|1100000|0001110"
"11","obs-parent",19.5654322397367,"--x---x|1100000|0001110"
"12","obs-parent",22.2907442622409,"--x---x|1100000|0001110"
"13","obs-parent",23.5153188737149,"--x---x|1100000|0001110"
"14","obs-parent",28.8145456621577,"--x---x|1100000|0001110"
"15","obs-parent",22.7701151065902,"--x---x|1100000|0001110"
"16","obs-parent",7.5240380352211,"--x---x|1100000|0001110"
"17","obs-parent",8.75773657945775,"--x---x|1100000|0001110"
"18","obs-parent",27.9595832006502,"--x---x|1100000|0001110"
"19","obs-parent",22.5022313994538,"--x---x|1100000|0001110"
"20","obs-parent",15.1800767377268,"--x---x|1100000|0001110"
"21","obs-parent",27.3241381279082,"--x---x|1100000|0001110"
"22","obs-parent",6.47683274143009,"--x---x|1100000|0001110"
"23","obs-parent",20.9881060982483,"--x---x|1100000|0001110"
"24","obs-parent",19.6851317695683,"--x---x|1100000|0001110"
"25","obs-parent",28.1915710843497,"--x---x|1100000|0001110"
"26","obs-parent",20.0051725579328,"--x---x|1100000|0001110"
"27","obs-parent",10.9924693618021,"--x---x|1100000|0001110"
"28","obs-parent",6.50574717331147,"--x---x|1100000|0001110"
"29","obs-parent",31.2275864318951,"--x---x|1100000|0001110"
"30","obs-parent",36.4321841705443,"--x---x|1100000|0001110"
"31","pred",4.50591496024736,"--x---x|1100000|0001110"
"32","pred",4.97037741998415,"--x---x|1100000|0001110"
"33","pred",4.14073996835625,"--x---x|1100000|0001110"
"34","pred",3.60833406637388,"--x---x|1100000|0001110"
"35","pred",6.70278279128106,"--x---x|1100000|0001110"
"36","pred",5.17528209131228,"--x---x|1100000|0001110"
"37","pred",3.17187855816111,"--x---x|1100000|0001110"
"38","pred",6.18153149240265,"--x---x|1100000|0001110"
"39","pred",3.83278251587591,"--x---x|1100000|0001110"
"40","pred",4.83867661505583,"--x---x|1100000|0001110"
"41","pred",3.5865515415368,"--x---x|1100000|0001110"
"42","pred",5.18008264607556,"--x---x|1100000|0001110"
"43","pred",4.27830232216055,"--x---x|1100000|0001110"
"44","pred",6.2245664330413,"--x---x|1100000|0001110"
"45","pred",6.06744673039598,"--x---x|1100000|0001110"
"46","pred",5.96336460006791,"--x---x|1100000|0001110"
"47","pred",3.33014097875219,"--x---x|1100000|0001110"
"48","pred",3.66094908446038,"--x---x|1100000|0001110"
"49","pred",4.78896311586211,"--x---x|1100000|0001110"
"50","pred",4.79640754775902,"--x---x|1100000|0001110"
"51","pred",5.34453161976793,"--x---x|1100000|0001110"
"52","pred",5.06824567877399,"--x---x|1100000|0001110"
"53","pred",4.82623226897019,"--x---x|1100000|0001110"
"54","pred",10.3924625156177,"--x---x|1100000|0001110"
"55","pred",4.74673337583684,"--x---x|1100000|0001110"
"56","pred",3.95407717401161,"--x---x|1100000|0001110"
"57","pred",5.93451919275242,"--x---x|1100000|0001110"
"58","pred",6.2594953675664,"--x---x|1100000|0001110"
"59","pred",5.45961340064636,"--x---x|1100000|0001110"
"60","pred",4.50344943313186,"--x---x|1100000|0001110"
"61","pred",4.9870477811892,"--x---x|1100000|0001110"
"62","pred",3.6541041765745,"--x---x|1100000|0001110"
"63","pred",5.79321522958131,"--x---x|1100000|0001110"
"64","pred",7.77050999678706,"--x---x|1100000|0001110"
"65","pred",4.14418017666093,"--x---x|1100000|0001110"
"66","pred",7.74926159305602,"--x---x|1100000|0001110"
"67","pred",5.19127390340554,"--x---x|1100000|0001110"
"68","pred",3.36115727052502,"--x---x|1100000|0001110"
"69","pred",5.80569085542439,"--x---x|1100000|0001110"
"70","pred",3.9317506608503,"--x---x|1100000|0001110"
"71","pred",4.90106283438731,"--x---x|1100000|0001110"
"72","pred",4.07304278947562,"--x---x|1100000|0001110"
"73","pred",3.99301803105073,"--x---x|1100000|0001110"
"74","pred",5.33755790081027,"--x---x|1100000|0001110"
"75","pred",6.83113185546199,"--x---x|1100000|0001110"
"76","pred",9.03378875090625,"--x---x|1100000|0001110"
"77","pred",5.23495688169724,"--x---x|1100000|0001110"
"78","pred",3.95875092437839,"--x---x|1100000|0001110"
"79","pred",3.15126597814908,"--x---x|1100000|0001110"
"80","pred",6.19210419525318,"--x---x|1100000|0001110"
"81","pred",4.99665259422858,"--x---x|1100000|0001110"
"82","pred",3.09340857488287,"--x---x|1100000|0001110"
"83","pred",11.3811108166812,"--x---x|1100000|0001110"
"84","pred",3.51545340930791,"--x---x|1100000|0001110"
"85","pred",3.35382653489461,"--x---x|1100000|0001110"
"86","pred",4.39008468327334,"--x---x|1100000|0001110"
"87","pred",3.04338040386051,"--x---x|1100000|0001110"
"88","pred",7.68392066512787,"--x---x|1100000|0001110"
"89","pred",3.9278734096774,"--x---x|1100000|0001110"
"90","pred",6.23909462981611,"--x---x|1100000|0001110"
"91","pred",4.17770341789897,"--x---x|1100000|0001110"
"92","pred",2.97046700566832,"--x---x|1100000|0001110"
"93","pred",4.01303468580223,"--x---x|1100000|0001110"
"94","pred",2.94143877331958,"--x---x|1100000|0001110"
"95","pred",7.4385320954465,"--x---x|1100000|0001110"
"96","pred",3.27397586318593,"--x---x|1100000|0001110"
"97","pred",5.86830446092333,"--x---x|1100000|0001110"
"98","pred",4.03344140209946,"--x---x|1100000|0001110"
"99","pred",3.27420143682953,"--x---x|1100000|0001110"
"100","pred",3.46315783543884,"--x---x|1100000|0001110"
"101","pred",5.29536938260941,"--x---x|1100000|0001110"
"102","pred",13.2171200217149,"--x---x|1100000|0001110"
"103","pred",4.17063328652462,"--x---x|1100000|0001110"
"104","pred",12.6197188164523,"--x---x|1100000|0001110"
"105","pred",10.576662823213,"--x---x|1100000|0001110"
"106","pred",4.11645768378227,"--x---x|1100000|0001110"
"107","pred",3.32027761909622,"--x---x|1100000|0001110"
"108","pred",8.95546620268657,"--x---x|1100000|0001110"
"109","pred",6.75861719223611,"--x---x|1100000|0001110"
"110","pred",6.84839950276958,"--x---x|1100000|0001110"
"111","pred",6.45899035067673,"--x---x|1100000|0001110"
"112","pred",4.11470525394669,"--x---x|1100000|0001110"
"113","pred",3.86291397399673,"--x---x|1100000|0001110"
"114","pred",3.19624425976215,"--x---x|1100000|0001110"
